eventid,time,latitude,longitude,country,depth,magnitude
usp000a3t6,974364867980,-5.478,153.109,"156 km SE of Kokopo, Papua New Guinea",33.0,5.4
usp000a3sw,974362724380,-4.925,153.259,"127 km ESE of Kokopo, Papua New Guinea",33.0,5.4
usp000a3ss,974361515800,-4.928,153.074,"110 km SE of Kokopo, Papua New Guinea",33.0,5.7
usp000a3sr,974361228570,-4.995,153.134,"120 km SE of Kokopo, Papua New Guinea",33.0,5.5
usp000a3sq,974360732940,-4.827,153.226,"118 km ESE of Kokopo, Papua New Guinea",33.0,6.5
usp000a3sp,974360536930,-5.233,153.102,"135 km SE of Kokopo, Papua New Guinea",30.0,7.8
usp000a3sn,974360199580,-4.917,153.221,"123 km ESE of Kokopo, Papua New Guinea",33.0,5.5
usp000a3sk,974359713920,-5.134,152.985,"118 km SE of Kokopo, Papua New Guinea",33.0,5.4
usp000a3sh,974359375160,-5.111,153.191,"132 km SE of Kokopo, Papua New Guinea",33.0,5.3
usp000a3sa,974358621750,-5.126,153.049,"122 km SE of Kokopo, Papua New Guinea",33.0,5.2
usp000a3s0,974356854230,-13.66,167.145,"50 km WNW of Sola, Vanuatu",191.5,5.3
usp000a3rt,974355938330,-4.721,154.014,"198 km ESE of Kokopo, Papua New Guinea",33.0,5.2
usp000a3rs,974355931710,-4.589,152.87,"72 km ESE of Kokopo, Papua New Guinea",33.0,5.0
usp000a3rp,974355683920,-5.183,153.259,"143 km SE of Kokopo, Papua New Guinea",33.0,5.1
usp000a3rd,974354614000,-4.268,152.798,"59 km E of Kokopo, Papua New Guinea",33.0,5.0
usp000a3ra,974354353780,-14.352,166.951,"77 km N of Port-Olry, Vanuatu",33.0,5.0
usp000a3r9,974354259790,-4.986,153.325,"137 km ESE of Kokopo, Papua New Guinea",33.0,5.2
usp000a3r7,974353911140,-4.498,153.704,"160 km E of Kokopo, Papua New Guinea",33.0,5.8
usp000a3r6,974353654210,-5.138,153.211,"136 km SE of Kokopo, Papua New Guinea",33.0,5.6
usp000a3r4,974353566510,-4.401,152.668,"44 km E of Kokopo, Papua New Guinea",33.0,5.2
usp000a3qz,974352677130,-5.163,152.991,"120 km SE of Kokopo, Papua New Guinea",33.0,5.3
usp000a3qx,974352082410,-5.069,153.238,"134 km SE of Kokopo, Papua New Guinea",33.0,6.0
usp000a3qw,974351895460,-14.637,166.863,"50 km NNW of Port-Olry, Vanuatu",33.0,5.8
usp000a3qv,974351792850,-14.631,166.702,"60 km NW of Port-Olry, Vanuatu",33.0,5.7
usp000a3qt,974351478080,-5.32,153.472,"171 km SE of Kokopo, Papua New Guinea",33.0,5.8
usp000a3qq,974350496740,-3.98,152.169,"24 km N of Rabaul, Papua New Guinea",33.0,8.0
usp000a3qm,974347662520,-14.584,166.604,"71 km NW of Port-Olry, Vanuatu",33.0,5.2
usp000a3qk,974346010350,48.931,142.136,"17 km SSE of Uglegorsk, Russia",10.0,5.2
usp000a3qj,974345973150,-14.564,166.66,"69 km NW of Port-Olry, Vanuatu",33.0,5.1
usp000a3qg,974344625340,-14.598,166.656,"66 km NW of Port-Olry, Vanuatu",33.0,5.4
usp000a3pp,974316434350,-14.605,166.656,"65 km NW of Port-Olry, Vanuatu",33.0,5.7
usp000a3pa,974307435250,-10.252,161.315,"69 km WNW of Kirakira, Solomon Islands",66.8,5.2
usp000a3p3,974300738170,38.397,42.922,"19 km NW of Geva?, Turkey",65.3,5.6
usp000a3nw,974291781800,-21.664,170.439,"264 km SSE of Isangel, Vanuatu",200.0,5.9
usp000a3nm,974280220770,17.342,119.787,"65 km WSW of Fuerte, Philippines",54.5,5.5
usp000a3ks,974209079890,-14.931,167.385,"35 km ENE of Port-Olry, Vanuatu",100.0,5.1
usp000a3k8,974173979150,42.521,144.785,"60 km SSE of Kushiro, Japan",33.0,5.6
usp000a3k0,974166400170,-24.863,179.673,south of the Fiji Islands,500.0,5.1
usp000a3jw,974157448060,-21.263,-179.234,Fiji region,628.2,5.6
usp000a3jp,974150649810,81.123,-116.432,Arctic Ocean,10.0,5.1
usp000a3j6,974131041610,42.489,144.765,"62 km SSE of Kushiro, Japan",33.0,6.0
usp000a3hq,974105809030,21.692,92.908,"88 km S of Saiha, India",33.0,5.5
usp000a3hg,974097971280,-8.175,-79.929,"79 km WSW of Santiago de Cao, Peru",33.0,5.8
usp000a3hc,974095383520,-5.391,154.181,"176 km NW of Panguna, Papua New Guinea",84.0,5.7
usp000a3g1,974029755150,-45.063,167.145,"59 km NW of Te Anau, New Zealand",33.0,5.4
usp000a3f8,973999797660,-55.359,-29.896,South Sandwich Islands region,33.0,5.5
usp000a3f1,973991715020,-5.879,70.742,Chagos Archipelago region,10.0,5.1
usp000a3cc,973887053370,36.601,4.773,"5 km S of el hed, Algeria",10.0,5.7
usp000a3ca,973886225810,-5.42,154.279,"166 km NW of Panguna, Papua New Guinea",94.7,5.1
usp000a3c2,973878482310,-6.15,128.709,"277 km SSE of Ambon, Indonesia",355.9,5.2
usp000a3c1,973875398060,-14.311,167.373,"51 km SSW of Sola, Vanuatu",33.0,5.0
usp000a3bm,973853291500,-5.627,103.015,"179 km S of Pagar Alam, Indonesia",33.0,5.1
usp000a39r,973763092480,44.047,138.925,"174 km NW of Iwanai, Japan",15.0,5.3
usp000a39c,973748754100,-15.425,-173.42,"71 km NE of Hihifo, Tonga",53.1,5.9
usp000a38s,973734402700,5.737,127.174,"130 km ESE of Pondaguitan, Philippines",63.0,5.7
usp000a38r,973729964840,-2.458,139.996,"72 km WNW of Abepura, Indonesia",33.0,5.5
usp000a37v,973708581700,23.251,124.15,"121 km S of Ishigaki, Japan",14.4,5.7
usp000a373,973666798860,7.042,-77.829,"10 km SW of Juradó, Colombia",17.0,6.5
usp000a35e,973614698010,-55.136,-29.617,South Sandwich Islands region,33.0,5.5
usp000a34m,973583409670,-5.432,154.016,"189 km WNW of Panguna, Papua New Guinea",90.5,6.2
usp000a34k,973582171690,-18.094,168.12,"44 km SSW of Port-Vila, Vanuatu",33.0,5.4
usp000a34c,973560169650,-5.534,151.658,"148 km SSW of Kokopo, Papua New Guinea",33.0,5.3
usp000a34b,973558909260,-5.538,151.592,"151 km SSW of Kokopo, Papua New Guinea",33.0,6.0
usp000a345,973556284910,-55.627,-29.876,South Sandwich Islands region,10.0,6.8
ak000eaixc1d,973510828019,56.0709,-153.2164,"113 km SSE of Akhiok, Alaska",20.8,5.8
usp000a303,973428424530,9.938,92.978,"192 km S of Port Blair, India",33.0,5.6
usp000a2zb,973399534540,-6.076,102.68,"235 km SSW of Pagar Alam, Indonesia",33.0,5.8
usp000a2yx,973389206900,36.275,142.256,"141 km ENE of Hasaki, Japan",33.0,5.2
ak000e7bh66s,973360168842,58.6499,-139.1296,"105 km SSE of Yakutat, Alaska",26.7,5.2
usp000a2y5,973341521300,5.762,125.773,"22 km SE of Caburan, Philippines",133.8,5.8
usp000a2vw,973184929100,12.688,95.282,"298 km ENE of Port Blair, India",33.0,5.0
usp000a2v7,973150031820,-52.639,11.848,southwest of Africa,10.0,5.0
usp000a2ur,973120596050,50.41,155.783,"38 km SW of Severo-Kuril’sk, Russia",133.6,5.4
usp000a2tr,973074955030,-45.07,167.009,"67 km NW of Te Anau, New Zealand",24.5,6.1
usp000a2t8,973052865510,-7.95,-74.422,"49 km NNE of Pucallpa, Peru",150.9,5.9
usp000a2ss,973017800920,-17.867,-175.312,"165 km WNW of Neiafu, Tonga",33.0,6.2
usp000a2sq,973015776260,-17.964,-175.259,"154 km WNW of Neiafu, Tonga",33.0,5.7
usp000a2rf,972948190350,32.742,92.237,"141 km N of Nagqu, China",33.0,5.2
usp000a2rc,972945546500,37.542,69.582,"8 km NNW of Yang? Qal‘ah, Afghanistan",33.0,5.1
usp000a2r8,972940339490,-2.449,140.073,"64 km WNW of Abepura, Indonesia",33.0,5.5
usp000a2r5,972937952220,-3.822,131.496,"243 km NW of Tual, Indonesia",33.0,5.0
usp000a2r4,972937726080,-10.513,165.764,"23 km N of Lata, Solomon Islands",108.4,5.6
usp000a2r0,972933636130,34.343,139.187,"43 km SSE of Shimoda, Japan",10.0,5.0
usp000a2qv,972924171710,34.3,136.214,"western Honshu, Japan",34.9,5.5
usp000a2qt,972923537480,-40.598,174.887,"28 km NW of Otaki, New Zealand",58.4,5.1
usp000a2qh,972907290760,-9.708,119.075,"130 km W of Waingapu, Indonesia",33.0,6.0
usp000a2pk,972875230060,17.637,-61.193,"67 km E of Codrington, Antigua and Barbuda",33.0,5.8
usp000a2pe,972867806640,0.824,-25.586,central Mid-Atlantic Ridge,10.0,5.6
usp000a2p3,972857036810,47.782,155.651,east of the Kuril Islands,49.6,5.5
usp000a2nq,972841490060,9.73,-82.304,"40 km NE of Changuinola, Panama",33.0,5.0
usp000a2n8,972822650230,-15.138,-173.417,"99 km NNE of Hihifo, Tonga",33.0,5.8
usp000a2mx,972809187530,-57.914,-25.415,South Sandwich Islands region,33.0,5.4
usp000a2mw,972808628770,-4.766,153.945,"191 km ESE of Kokopo, Papua New Guinea",50.0,7.0
usp000a2mv,972808615190,-5.212,153.96,"208 km NW of Panguna, Papua New Guinea",33.0,5.6
usp000a2mg,972799527620,0.699,-28.057,central Mid-Atlantic Ridge,10.0,5.3
usp000a2kp,972763397680,32.673,92.231,"133 km N of Nagqu, China",33.0,5.1
usp000a2k5,972746357560,0.873,121.71,"155 km WNW of Gorontalo, Indonesia",33.0,5.1
usp000a2j2,972706355800,18.298,146.483,"Pagan region, Northern Mariana Islands",51.1,5.7
usp000a2hs,972691944630,-17.842,-172.87,Tonga region,33.0,5.1
usp000a2h5,972674158360,17.648,-61.23,"64 km E of Codrington, Antigua and Barbuda",42.1,5.2
usp000a2h2,972673372870,17.598,-61.194,"67 km E of Codrington, Antigua and Barbuda",37.9,5.6
usp000a2gd,972637805130,-1.595,-24.576,central Mid-Atlantic Ridge,10.0,5.8
usp000a2g0,972620511600,26.266,140.46,"Bonin Islands, Japan region",388.0,6.1
usp000a2ft,972605333540,54.707,94.983,"61 km S of Aginskoye, Russia",33.0,5.5
usp000a2fm,972600245930,-6.943,129.004,"281 km NE of Lospalos, Timor Leste",158.2,5.5
usp000a2f4,972569317310,-34.573,-109.37,southern East Pacific Rise,10.0,5.5
usp000a2f0,972563034430,44.767,149.265,"120 km ESE of Kuril’sk, Russia",49.0,5.0
usp000a2df,972500417490,-34.678,-109.458,southern East Pacific Rise,10.0,6.1
usp000a2db,972495742640,-7.464,107.823,"34 km WSW of Singaparna, Indonesia",33.0,5.3
usp000a2ck,972466343970,-6.549,105.63,"29 km SW of Labuan, Indonesia",38.0,6.8
usp000a2cb,972451598890,-34.605,-109.648,southern East Pacific Rise,10.0,6.0
usp000a2c4,972443344140,25.606,128.352,"89 km SE of Itoman, Japan",40.8,5.0
usp000a2b0,972385754140,-15.225,-72.675,"13 km SE of Alca, Peru",106.8,5.4
usp000a2as,972363185090,-10.294,161.161,Solomon Islands,56.0,5.0
usp000a2ak,972357885200,-5.805,146.405,"80 km NE of Kainantu, Papua New Guinea",69.5,5.2
usp000a2ac,972353042770,-7.25,128.631,"228 km NE of Lospalos, Timor Leste",135.5,5.1
usp000a29x,972342251810,-4.054,127.388,"96 km WSW of Ambon, Indonesia",33.0,5.7
usp000a28r,972284089580,31.583,59.847,"154 km SSE of B?rjand, Iran",33.0,5.3
usp000a28b,972264328570,43.288,146.989,"60 km SSE of Shikotan, Russia",38.0,5.2
usp000a283,972246399400,-15.229,167.701,"66 km ENE of Luganville, Vanuatu",142.7,5.7
usp000a27f,972214644710,-57.241,-25.423,South Sandwich Islands region,33.0,5.5
usp000a278,972194460740,5.781,126.871,"100 km SE of Pondaguitan, Philippines",101.6,5.1
usp000a271,972177704290,7.106,126.752,"26 km ESE of Manay, Philippines",82.4,5.6
usp000a26t,972167432470,13.679,120.729,"15 km W of Tingloy, Philippines",151.8,5.9
usp000a26f,972149983880,-7.462,128.54,"206 km NE of Lospalos, Timor Leste",132.1,5.2
usp000a26d,972143567120,1.832,-90.585,"286 km N of Puerto Ayora, Ecuador",10.0,5.9
usp000a267,972138249380,1.671,-90.911,"274 km NNW of Puerto Ayora, Ecuador",10.0,5.6
usp000a25w,972128159130,-47.347,-12.403,southern Mid-Atlantic Ridge,10.0,6.0
usp000a25q,972117776310,29.564,127.991,"196 km NW of Naze, Japan",33.0,5.1
usp000a25p,972116682380,-7.42,-13.495,"115 km ENE of Georgetown, Saint Helena",10.0,5.1
usp000a25g,972105914860,-17.286,-175.176,"196 km NW of Neiafu, Tonga",291.8,6.3
usp000a24x,972076489420,-7.859,158.574,"116 km WNW of Buala, Solomon Islands",50.6,5.3
usp000a24u,972071244130,-4.623,-106.044,central East Pacific Rise,10.0,5.5
usp000a21w,971900809330,-5.278,102.451,"164 km SSW of Pagar Alam, Indonesia",33.0,5.1
usp000a21m,971887061430,-19.279,-68.238,"157 km S of Curahuara de Carangas, Bolivia",152.5,5.4
usp000a20t,971856170180,23.772,-45.206,northern Mid-Atlantic Ridge,10.0,5.0
usp000a20q,971851608710,-14.7,171.763,Vanuatu region,601.3,5.0
usp000a20n,971849805660,-5.227,151.803,"110 km SSW of Kokopo, Papua New Guinea",33.0,5.4
usp000a20c,971838247550,30.878,131.51,"51 km ENE of Nishinoomote, Japan",33.0,5.0
usp000a20a,971836998080,-10.535,66.738,Mid-Indian Ridge,10.0,5.5
usp000a200,971830262770,-5.395,154.064,"187 km WNW of Panguna, Papua New Guinea",103.7,5.3
usp000a1zf,971812836820,15.521,-92.071,"4 km ENE of Nuevo Amatenango, Mexico",180.5,5.8
usp000a1zd,971810875440,-0.339,-80.825,"53 km WNW of Bahía de Caráquez, Ecuador",33.0,5.1
usp000a1yr,971778778540,-30.534,-178.331,"Kermadec Islands, New Zealand",59.7,5.4
usp000a1x5,971719771860,-5.482,101.725,"195 km SSW of Bengkulu, Indonesia",33.0,5.1
usp000a1ub,971633250450,-6.859,129.3,Banda Sea,186.4,5.6
usp000a1sd,971565318830,-25.511,-176.098,south of the Fiji Islands,33.0,5.2
usp000a1s8,971560813080,-6.293,154.519,"106 km W of Panguna, Papua New Guinea",117.1,5.0
usp000a1s5,971555936650,-60.191,-46.81,Scotia Sea,10.0,5.3
usp000a1s3,971553772250,23.556,141.833,"Volcano Islands, Japan region",137.5,5.5
usp000a1pj,971393151790,12.452,124.967,"10 km WNW of Catubig, Philippines",28.8,5.5
usp000a1pg,971384091270,-28.874,61.895,Southwest Indian Ridge,10.0,5.1
usp000a1nh,971337279630,9.98,92.86,"186 km S of Port Blair, India",51.3,5.3
usp000a1n6,971317329750,-17.685,-173.01,"148 km NE of Neiafu, Tonga",33.0,5.4
usp000a1mn,971292433280,-20.065,112.905,"242 km NNW of Exmouth, Australia",10.0,5.1
usp000a1m4,971257329270,23.866,94.863,"52 km ENE of Mawlaik, Myanmar",116.5,5.6
usp000a1ku,971238872150,-1.577,123.305,"89 km SE of Luwuk, Indonesia",33.0,5.6
usp000a1kt,971237615510,-20.645,-177.985,"293 km WNW of Haveluloto, Tonga",488.6,5.8
usp000a1j2,971156933780,-18.222,-69.681,"57 km SSE of Palca, Peru",111.8,5.0
usp000a1j1,971155389880,-6.276,154.627,"95 km W of Panguna, Papua New Guinea",100.0,5.6
usp000a1gt,971068455800,-30.747,-178.041,"Kermadec Islands, New Zealand",42.2,5.1
usp000a1gk,971058600570,10.002,92.952,"185 km S of Port Blair, India",33.0,5.9
usp000a1g0,971035952350,0.383,-78.09,Colombia-Ecuador border region,33.0,5.1
usp000a1fg,971010488970,-4.245,101.53,"95 km WSW of Bengkulu, Indonesia",33.0,5.1
usp000a1fa,971005877820,35.363,133.311,"8 km SSW of Yonago, Japan",10.0,5.2
usp000a1em,970978675120,35.145,133.039,"32 km N of Sh?bara, Japan",10.0,5.4
usp000a1eh,970976192300,9.845,125.557,"7 km WNW of Talisay, Philippines",10.0,5.7
usp000a1dh,970919860940,-9.974,119.378,"103 km WSW of Waingapu, Indonesia",33.0,5.9
usp000a1dg,970919726910,48.804,142.319,"35 km SSE of Uglegorsk, Russia",10.0,5.1
usp000a1d4,970908583650,13.762,120.628,"7 km S of Calatagan, Philippines",125.1,5.1
usp000a1c9,970865719190,25.21,128.714,"145 km SE of Itoman, Japan",33.0,5.2
usp000a1bk,970833940650,24.38,97.81,"60 km ENE of Bhamo, Myanmar",33.0,5.4
usp000a1b0,970806619150,35.456,133.134,"8 km ESE of Matsue, Japan",10.0,6.7
usp000a1ag,970776374020,6.853,126.822,"46 km ESE of Jovellar, Philippines",87.3,6.1
usp000a1a8,970753151670,31.732,-40.958,northern Mid-Atlantic Ridge,10.0,6.1
usp000a1a0,970742654140,1.599,127.8,"27 km WSW of Tobelo, Indonesia",33.0,5.3
usp000a196,970692507940,-15.636,166.995,"22 km SW of Luganville, Vanuatu",33.0,5.8
usp000a18v,970678724310,-15.421,166.91,"29 km WNW of Luganville, Vanuatu",23.0,7.0
usp000a18q,970673967710,-17.747,-173.199,"129 km NE of Neiafu, Tonga",33.0,5.1
usp000a18p,970670264150,11.124,-62.559,"66 km NNW of Güiria, Venezuela",110.3,6.2
usp000a18k,970667339060,-33.416,-178.687,south of the Kermadec Islands,33.0,5.3
usp000a186,970652606980,-20.232,168.287,"129 km SW of Isangel, Vanuatu",33.0,5.1
usp000a17t,970631952080,-55.432,-128.081,Pacific-Antarctic Ridge,10.0,5.8
usp000a16s,970566201100,-36.558,78.306,Mid-Indian Ridge,10.0,5.0
usp000a16b,970551015770,51.498,-177.312,"62 km SW of Adak, Alaska",33.0,5.1
usp000a166,970546410490,40.282,143.124,"123 km NE of Miyako, Japan",33.0,6.3
usp000a164,970542448480,41.989,84.916,"105 km WNW of Korla, China",33.0,5.2
usp000a162,970541219250,-7.123,67.926,Mid-Indian Ridge,10.0,5.4
usp000a160,970540771040,-7.145,67.998,Mid-Indian Ridge,10.0,5.0
usp000a15a,970494389220,-59.441,-25.841,South Sandwich Islands region,33.0,5.1
usp000a150,970473847460,29.369,129.595,"111 km N of Naze, Japan",33.0,5.0
usp000a14y,970472650540,29.52,129.396,"128 km N of Naze, Japan",33.0,5.7
usp000a14x,970471782740,29.443,129.388,"119 km N of Naze, Japan",33.0,5.8
usp000a14u,970464100460,29.422,129.523,"117 km N of Naze, Japan",33.0,5.0
usp000a14k,970453531310,-7.977,30.709,"15 km W of Nkove, Tanzania",34.0,6.5
usp000a148,970427008170,-4.046,127.334,"101 km WSW of Ambon, Indonesia",33.0,5.8
usp000a13n,970403935950,-16.116,-172.813,"106 km E of Hihifo, Tonga",33.0,5.1
usp000a12p,970358567090,-3.966,136.589,"138 km ESE of Nabire, Indonesia",33.0,5.2
usp000a128,970340708340,57.502,-142.837,"290 km SW of Yakutat, Alaska",33.0,5.3
usp000a11r,970307553790,-27.667,65.747,Indian Ocean Triple Junction,10.0,5.1
usp000a10u,970270710440,-0.333,-80.735,near the coast of Ecuador,10.0,5.0
usp000a10r,970267691790,12.073,122.381,"34 km SW of Taclobo, Philippines",33.0,5.6
usp000a0zz,970238202940,-8.751,121.522,"18 km WNW of Ende, Indonesia",175.4,5.0
usp000a0z3,970184140910,-10.289,161.438,"55 km WNW of Kirakira, Solomon Islands",33.0,5.1
usp000a0z2,970183423350,-0.215,-80.582,"45 km NNW of Bahía de Caráquez, Ecuador",22.9,6.4
usp000a0w3,970030967640,-16.8,-73.058,"41 km WSW of El Cardo, Peru",44.2,5.1
usp000a0vv,970020500700,-4.494,102.333,"77 km S of Bengkulu, Indonesia",33.0,5.0
usp000a0v2,969986973410,1.123,127.442,"Halmahera, Indonesia",142.0,5.9
usp000a0u5,969952226400,-17.255,-174.109,"147 km SSW of Hihifo, Tonga",33.0,5.0
usp000a0ty,969949072410,-17.178,-173.927,"136 km S of Hihifo, Tonga",56.0,6.4
usp000a0sx,969889249460,0.058,123.367,"62 km SSE of Gorontalo, Indonesia",173.6,5.2
ak000cd2fxbs,969882905843,57.8127,-153.7939,"32 km NNE of Larsen Bay, Alaska",45.7,5.1
usp000a0sc,969854439670,-46.806,37.59,Prince Edward Islands region,10.0,5.9
usp000a0rk,969809180130,-39.386,175.44,"22 km WNW of Waiouru, New Zealand",100.0,5.1
usp000a0pu,969698528210,-11.674,166.405,"124 km SSE of Lata, Solomon Islands",125.0,5.5
usp000a0pf,969675463980,4.276,-32.607,central Mid-Atlantic Ridge,10.0,5.7
usp000a0pe,969675212450,4.367,-32.593,central Mid-Atlantic Ridge,10.0,5.5
usp000a0p3,969646923150,-4.964,102.104,"129 km S of Bengkulu, Indonesia",33.0,6.2
usp000a0nr,969628891460,-29.847,-178.381,"Kermadec Islands, New Zealand",156.5,5.5
usp000a0n9,969599573430,-20.951,-176.465,"131 km W of Haveluloto, Tonga",184.2,5.4
usp000a0mn,969558351470,-56.51,-141.828,Pacific-Antarctic Ridge,10.0,5.6
usp000a0mf,969546795520,-5.711,110.622,"86 km N of Batang, Indonesia",560.9,5.4
usp000a0k0,969477678150,35.418,99.547,"240 km SW of Xining, China",33.0,5.1
usp000a0jh,969439036300,-1.885,-80.461,"26 km WSW of Pedro Carbo, Ecuador",33.0,5.5
usp000a0jc,969434129450,-5.985,147.665,"66 km NNW of Finschhafen, Papua New Guinea",58.4,5.1
usp000a0j9,969427823440,46.377,153.149,Kuril Islands,33.0,5.4
usp000a0hw,969402181470,-29.364,-176.384,Kermadec Islands region,33.0,5.3
ak000c3ad52s,969394798286,57.1897,-154.2774,"27 km NNW of Akhiok, Alaska",25.3,5.0
usp000a0hf,969376752690,38.301,57.479,"15 km SSE of Baharly, Turkmenistan",33.0,5.2
usp000a0fh,969276491260,-0.455,122.811,"54 km N of Luwuk, Indonesia",71.2,5.0
usp000a0fd,969272544400,-3.573,128.704,"35 km SW of Amahai, Indonesia",33.0,5.2
usp000a0ej,969231003850,52.565,-178.283,"136 km WNW of Adak, Alaska",205.3,5.3
usp000a0e9,969224048080,19.186,144.563,"Maug Islands region, Northern Mariana Islands",33.0,5.4
usp000a0cp,969182996960,-5.361,146.765,"109 km E of Madang, Papua New Guinea",228.0,5.9
usp000a0br,969145452980,24.031,122.468,"72 km SW of Yonakuni, Japan",33.0,5.3
usp000a0bj,969138660200,-38.359,78.593,Mid-Indian Ridge,10.0,5.1
usp000a0ba,969125184230,-30.256,-178.142,"Kermadec Islands, New Zealand",62.9,5.6
usp000a0b0,969102200180,0.253,122.073,"114 km WSW of Gorontalo, Indonesia",211.2,5.5
usp000a0an,969071843560,-38.12,178.74,"87 km NE of Gisborne, New Zealand",66.6,5.0
usp000a091,968969912210,-33.813,56.343,Southwest Indian Ridge,10.0,5.2
usp000a08q,968952808670,-22.468,-176.332,"184 km SW of Vaini, Tonga",109.5,5.5
usp000a08h,968943597670,-15.742,179.801,"89 km NNE of Labasa, Fiji",33.0,6.2
usp000a07h,968884150330,-54.112,-136.821,Pacific-Antarctic Ridge,10.0,5.4
usp000a078,968865817960,40.289,143.202,"129 km ENE of Miyako, Japan",33.0,5.2
usp000a075,968857879630,34.144,95.118,"Southern Qinghai, China",33.0,5.0
usp000a06z,968850586550,27.823,51.681,"122 km WNW of Mohr, Iran",33.0,5.0
usp000a054,968776044580,-5.435,101.823,"187 km SSW of Bengkulu, Indonesia",33.0,6.0
usp000a04a,968742869920,-7.129,128.88,"258 km NE of Lospalos, Timor Leste",162.7,5.0
usp000a03u,968723705980,35.331,99.303,"263 km WSW of Xining, China",10.0,5.1
usp000a03q,968721557750,35.362,99.381,"256 km SW of Xining, China",10.0,5.0
usp000a03h,968718478620,35.389,99.343,"257 km WSW of Xining, China",10.0,6.1
usp000a03d,968701318490,-12.085,166.518,Santa Cruz Islands,33.0,5.1
usp000a039,968692673400,-15.877,-173.691,Tonga,115.4,6.3
usp000a02r,968666593170,-57.727,-25.138,South Sandwich Islands region,33.0,5.3
usp000a01t,968630219490,11.51,-86.199,"24 km S of La Conquista, Nicaragua",83.2,5.4
usp000a01j,968626185310,34.43,139.181,"34 km SE of Shimoda, Japan",10.0,5.3
usp000a01d,968621863150,-1.924,-12.961,north of Ascension Island,10.0,5.5
usp000a016,968617095390,-1.271,129.324,"219 km WSW of Sorong, Indonesia",33.0,5.0
usp000a013,968615124560,-5.619,130.611,"237 km W of Tual, Indonesia",62.8,5.5
usp000a010,968612775630,-1.112,129.332,"216 km W of Sorong, Indonesia",33.0,6.1
usp000a00r,968605915470,-1.179,129.348,"215 km W of Sorong, Indonesia",33.0,5.5
usp000a00q,968605698540,-1.19,129.292,"221 km W of Sorong, Indonesia",33.0,5.4
usp0009zzx,968576085960,24.008,121.526,"8 km WNW of Hualien City, Taiwan",34.8,5.8
usp0009zzf,968555775990,13.69,120.174,"8 km WSW of Looc, Philippines",65.6,5.5
usp0009zym,968501890290,-35.875,-103.064,southeast of Easter Island,10.0,5.9
